Unnamed: 0,unidad,calle_unidad,nro_unidad,barrio_unidad,distrito,zona,manzana,parcela,Nomenclatu,Categoria_perfil,Descripcion_perfil,geometry,Estado,Tipo_Parce,_merge,gestor,tasa_interes_anual,plazo_meses,capital_original,fecha_inicio,fecha_vencimiento,dias_mora,score_riesgo,bucket_mora,estado_credito,saldo_capital,intereses_devengados,saldo_total,pagos_ultimo_mes,fecha_ultimo_pago
1054,722878,PUBLICA 9                               ,0,BH_NUESTRO HOGAR III                    ,32,2,1,2,1101013202001002,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $8.500,00 y $9.000,00.","POLYGON ((4385309.34145447 6515114.93970433, 4385313.27858595 6514662.18945817, 4384913.95290458 6514653.18173362, 4384908.76966777 6515111.4563185, 4385309.34145447 6515114.93970433))",EDIFICADO NoPH,URBANO,both,Estudio A,108,12,344000,2022-07-23,2023-07-23,29,62,1-30 días,En mora,27300,2400,29700,28700,2026-03-05
1055,722878,PUBLICA 9                               ,0,BH_NUESTRO HOGAR III                    ,32,2,1,2,1101013202001002,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $8.500,00 y $9.000,00.","POLYGON ((4385309.34145447 6515114.93970433, 4385313.27858595 6514662.18945817, 4384913.95290458 6514653.18173362, 4384908.76966777 6515111.4563185, 4385309.34145447 6515114.93970433))",EDIFICADO NoPH,URBANO,both,Estudio D,84,24,875000,2024-06-17,2026-06-17,3,60,1-30 días,En mora,92300,6400,98700,36500,2026-04-06
1056,722889,PUBLICA 9                               ,0,BH_NUESTRO HOGAR III                    ,32,2,1,2,1101013202001002,Perfil Insuficiente,"Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $4.500,00 y $5.000,00.","POLYGON ((4385309.34145447 6515114.93970433, 4385313.27858595 6514662.18945817, 4384913.95290458 6514653.18173362, 4384908.76966777 6515111.4563185, 4385309.34145447 6515114.93970433))",EDIFICADO NoPH,URBANO,both,Estudio B,60,24,333000,2022-07-29,2024-07-29,134,38,91-180 días,En mora,122300,26900,149200,0,2025-12-01
1057,722889,PUBLICA 9                               ,0,BH_NUESTRO HOGAR III                    ,32,2,1,2,1101013202001002,Perfil Insuficiente,"Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $4.500,00 y $5.000,00.","POLYGON ((4385309.34145447 6515114.93970433, 4385313.27858595 6514662.18945817, 4384913.95290458 6514653.18173362, 4384908.76966777 6515111.4563185, 4385309.34145447 6515114.93970433))",EDIFICADO NoPH,URBANO,both,Estudio D,96,24,194000,2022-12-22,2024-12-22,134,37,91-180 días,En mora,71200,25100,96300,0,2025-11-22
1058,722907,PUBLICA 11                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,2,1101013202001002,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4385309.34145447 6515114.93970433, 4385313.27858595 6514662.18945817, 4384913.95290458 6514653.18173362, 4384908.76966777 6515111.4563185, 4385309.34145447 6515114.93970433))",EDIFICADO NoPH,URBANO,both,Estudio B,60,18,257000,2023-10-29,2025-04-29,237,11,+180 días,En mora,166900,65000,231900,0,2025-08-03
1059,722907,PUBLICA 11                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,2,1101013202001002,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4385309.34145447 6515114.93970433, 4385313.27858595 6514662.18945817, 4384913.95290458 6514653.18173362, 4384908.76966777 6515111.4563185, 4385309.34145447 6515114.93970433))",EDIFICADO NoPH,URBANO,both,Estudio B,120,18,417000,2024-06-30,2025-12-30,491,27,+180 días,En gestión judicial,333600,538500,872100,23200,2024-12-04
1060,723002,PUBLICA 11                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,2,1101013202001002,Perfil Insuficiente,"Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $10.000,00 y $10.500,00.","POLYGON ((4385309.34145447 6515114.93970433, 4385313.27858595 6514662.18945817, 4384913.95290458 6514653.18173362, 4384908.76966777 6515111.4563185, 4385309.34145447 6515114.93970433))",EDIFICADO NoPH,URBANO,both,Estudio D,96,36,279000,2022-07-14,2025-07-14,128,41,91-180 días,En mora,97800,32900,130700,0,2025-11-19
1061,723002,PUBLICA 11                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,2,1101013202001002,Perfil Insuficiente,"Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $10.000,00 y $10.500,00.","POLYGON ((4385309.34145447 6515114.93970433, 4385313.27858595 6514662.18945817, 4384913.95290458 6514653.18173362, 4384908.76966777 6515111.4563185, 4385309.34145447 6515114.93970433))",EDIFICADO NoPH,URBANO,both,Estudio C,84,36,509000,2022-08-22,2025-08-22,135,21,91-180 días,En mora,188300,58500,246800,14100,2025-11-14
1062,723483,PUBLICA 23                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,3,1101013202001003,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4385770.22579049 6514370.93653837, 4385461.18113232 6514368.64614183, 4385318.89835842 6514367.59165354, 4385318.89341285 6514534.82374523, 4385318.89094789 6514618.17539926, 4385318.60073231 6514654.22297199, 4385314.89115719 6515114.98796473, 4385763.87850815 6515118.60271918, 4385770.22579049 6514370.93653837))",EDIFICADO NoPH,URBANO,both,Estudio A,84,36,522000,2024-08-24,2027-08-24,46,48,31-60 días,En mora,306000,32400,338400,0,2026-02-27
1063,723483,PUBLICA 23                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,3,1101013202001003,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4385770.22579049 6514370.93653837, 4385461.18113232 6514368.64614183, 4385318.89835842 6514367.59165354, 4385318.89341285 6514534.82374523, 4385318.89094789 6514618.17539926, 4385318.60073231 6514654.22297199, 4385314.89115719 6515114.98796473, 4385763.87850815 6515118.60271918, 4385770.22579049 6514370.93653837))",EDIFICADO NoPH,URBANO,both,Estudio C,96,18,675000,2022-12-19,2024-06-19,57,42,31-60 días,En mora,105400,15800,121200,0,2026-02-18
1064,723603,PUBLICA 27                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,3,1101013202001003,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4385770.22579049 6514370.93653837, 4385461.18113232 6514368.64614183, 4385318.89835842 6514367.59165354, 4385318.89341285 6514534.82374523, 4385318.89094789 6514618.17539926, 4385318.60073231 6514654.22297199, 4385314.89115719 6515114.98796473, 4385763.87850815 6515118.60271918, 4385770.22579049 6514370.93653837))",EDIFICADO NoPH,URBANO,both,Estudio D,72,18,981000,2022-08-18,2024-02-18,55,49,31-60 días,En mora,147800,16000,163800,0,2026-01-30
1065,723603,PUBLICA 27                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,3,1101013202001003,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4385770.22579049 6514370.93653837, 4385461.18113232 6514368.64614183, 4385318.89835842 6514367.59165354, 4385318.89341285 6514534.82374523, 4385318.89094789 6514618.17539926, 4385318.60073231 6514654.22297199, 4385314.89115719 6515114.98796473, 4385763.87850815 6515118.60271918, 4385770.22579049 6514370.93653837))",EDIFICADO NoPH,URBANO,both,Estudio B,72,12,727000,2024-03-25,2025-03-25,81,55,61-90 días,En mora,161300,25800,187100,0,2026-01-13
1066,723604,PUBLICA 27                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,3,1101013202001003,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $43.500,00 y $44.000,00.","POLYGON ((4385770.22579049 6514370.93653837, 4385461.18113232 6514368.64614183, 4385318.89835842 6514367.59165354, 4385318.89341285 6514534.82374523, 4385318.89094789 6514618.17539926, 4385318.60073231 6514654.22297199, 4385314.89115719 6515114.98796473, 4385763.87850815 6515118.60271918, 4385770.22579049 6514370.93653837))",EDIFICADO NoPH,URBANO,both,Estudio D,84,24,188000,2022-04-10,2024-04-10,1,67,1-30 días,En mora,500,0,500,7800,2026-03-26
1067,723604,PUBLICA 27                              ,0,BH_NUESTRO HOGAR III                    ,32,2,1,3,1101013202001003,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $43.500,00 y $44.000,00.","POLYGON ((4385770.22579049 6514370.93653837, 4385461.18113232 6514368.64614183, 4385318.89835842 6514367.59165354, 4385318.89341285 6514534.82374523, 4385318.89094789 6514618.17539926, 4385318.60073231 6514654.22297199, 4385314.89115719 6515114.98796473, 4385763.87850815 6515118.60271918, 4385770.22579049 6514370.93653837))",EDIFICADO NoPH,URBANO,both,Estudio C,72,6,192000,2024-08-08,2025-02-08,42,60,31-60 días,En mora,22100,1800,23900,0,2026-02-11
1068,724534,LA CORDILLERA                           ,4113,VILLA CENTENARIO                        ,5,4,1,9,1101010504001009,Perfil Insuficiente,"Perfil Insuficiente. Con actividad. NSE B. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $159.500,00 y $160.000,00.","POLYGON ((4383144.46578207 6530086.93523684, 4383162.24698301 6530101.74769049, 4383174.74694564 6530095.68520602, 4383151.55950992 6530078.06026152, 4383144.46578207 6530086.93523684))",EDIFICADO PH,URBANO,both,Estudio B,108,18,344000,2024-08-17,2026-02-17,157,29,91-180 días,En mora,148000,68800,216800,19100,2025-11-03
1069,728142,ESTRELLITA                              ,7688,VILLA RIVADAVIA ANEXO                   ,32,4,7,10,1101013204007010,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $32.500,00 y $33.000,00.","POLYGON ((4386498.88870245 6513522.74395677, 4386528.88283066 6513522.158816, 4386528.68769806 6513512.16081351, 4386498.69357088 6513512.74591197, 4386498.88870245 6513522.74395677))",EDIFICADO NoPH,URBANO,both,Estudio A,60,12,264000,2024-07-27,2025-07-27,22,59,1-30 días,En mora,15900,800,16700,22000,2026-03-30
1070,728287,CARAGUATA                               ,704,VILLA RIVADAVIA ANEXO                   ,32,4,22,22,1101013204022022,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4386677.75765718 6513469.79207577, 4386707.75179263 6513469.20663875, 4386707.55666107 6513459.20859395, 4386677.56252665 6513459.79398865, 4386677.75765718 6513469.79207577))",EDIFICADO NoPH,URBANO,both,Estudio C,108,24,163000,2022-11-20,2024-11-20,481,10,+180 días,En gestión judicial,130400,185600,316000,0,2024-11-29
1071,728395,CEDRON                                  ,7745,VILLA RIVADAVIA ANEXO                   ,32,4,13,2,1101013204013002,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4386164.84641732 6513462.50634048, 4386178.74367566 6513462.23494356, 4386178.25570431 6513437.23959517, 4386164.35844028 6513437.51122485, 4386164.84641732 6513462.50634048))",BALDIO,URBANO,both,Estudio A,84,48,266000,2022-05-06,2026-05-06,0,92,Al día,Vigente,5300,400,5700,5500,2026-03-20
1072,728395,CEDRON                                  ,7745,VILLA RIVADAVIA ANEXO                   ,32,4,13,2,1101013204013002,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4386164.84641732 6513462.50634048, 4386178.74367566 6513462.23494356, 4386178.25570431 6513437.23959517, 4386164.35844028 6513437.51122485, 4386164.84641732 6513462.50634048))",BALDIO,URBANO,both,Estudio D,96,48,260000,2023-04-12,2027-04-12,0,93,Al día,Vigente,65800,5200,71000,5400,2026-04-03
1073,728431,PASIONARIA                              ,7753,VILLA RIVADAVIA ANEXO                   ,32,4,18,17,1101013204018017,Perfil Insuficiente,Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 18 meses según BCRA. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4386397.04667148 6513424.40937553, 4386427.04080176 6513423.82415011, 4386426.8456702 6513413.82610531, 4386396.85154095 6513414.41128841, 4386397.04667148 6513424.40937553))",EDIFICADO NoPH,URBANO,both,Estudio C,60,18,226000,2023-01-02,2024-07-02,68,31,61-90 días,En mora,42100,4700,46800,0,2026-01-28
1074,728501,CORAL                                   ,7711,VILLA RIVADAVIA ANEXO                   ,32,4,22,21,1101013204022021,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4386677.56252665 6513459.79398865, 4386707.55666107 6513459.20859395, 4386707.3615295 6513449.21054914, 4386677.36739611 6513449.79590152, 4386677.56252665 6513459.79398865))",EDIFICADO NoPH,URBANO,both,Estudio B,84,6,290000,2024-11-17,2025-05-17,147,18,91-180 días,En mora,116800,39500,156300,0,2025-11-26
1075,729159,DON BOSCO AV.                           ,4527,ALTOS DE SANTA ANA                      ,6,22,2,9,1101010622002009,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $84.000,00 y $84.500,00.","POLYGON ((4381770.83958478 6525313.7602952, 4381761.40746211 6525270.84789276, 4381753.4325125 6525272.57583337, 4381763.05900515 6525317.00490312, 4381770.83958478 6525313.7602952))",EDIFICADO NoPH,URBANO,both,Estudio A,108,12,826000,2023-11-24,2024-11-24,5,55,1-30 días,En mora,11300,1000,12300,68800,2026-04-06
1076,729861,NEWTON                                  ,6049,VILLA BELGRANO                          ,12,16,18,5,1101011216018005,Perfil Excelente,Perfil Excelente. Empresa Pequeña. Sector económico: Comercio. Inscripto en registros fiscales. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados.,"POLYGON ((4380167.58 6529659.53, 4380267.82 6529627.5, 4380257.16 6529594.16, 4380156.93 6529626.19, 4380167.58 6529659.53))",EDIFICADO PH,URBANO,both,Estudio C,72,6,416000,2024-11-01,2025-05-01,0,99,Al día,Vigente,0,0,0,69300,2026-03-27
1077,729861,NEWTON                                  ,6049,VILLA BELGRANO                          ,12,16,18,5,1101011216018005,Perfil Excelente,Perfil Excelente. Empresa Pequeña. Sector económico: Comercio. Inscripto en registros fiscales. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados.,"POLYGON ((4380167.58 6529659.53, 4380267.82 6529627.5, 4380257.16 6529594.16, 4380156.93 6529626.19, 4380167.58 6529659.53))",EDIFICADO PH,URBANO,both,Estudio A,60,36,2044000,2024-04-02,2027-04-02,0,95,Al día,Vigente,672000,33100,705100,56800,2026-03-24
1078,729866,NEWTON                                  ,6049,VILLA BELGRANO                          ,12,16,18,5,1101011216018005,Perfil Excelente,Perfil Excelente. Empresa Pequeña. Sector económico: Comercio. Inscripto en registros fiscales. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados.,"POLYGON ((4380167.58 6529659.53, 4380267.82 6529627.5, 4380257.16 6529594.16, 4380156.93 6529626.19, 4380167.58 6529659.53))",EDIFICADO PH,URBANO,both,Estudio B,96,48,408000,2024-02-23,2028-02-23,0,89,Al día,Vigente,191900,15100,207000,8500,2026-03-21
1079,729866,NEWTON                                  ,6049,VILLA BELGRANO                          ,12,16,18,5,1101011216018005,Perfil Excelente,Perfil Excelente. Empresa Pequeña. Sector económico: Comercio. Inscripto en registros fiscales. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados.,"POLYGON ((4380167.58 6529659.53, 4380267.82 6529627.5, 4380257.16 6529594.16, 4380156.93 6529626.19, 4380167.58 6529659.53))",EDIFICADO PH,URBANO,both,Estudio D,60,24,296000,2022-05-03,2024-05-03,0,88,Al día,Vigente,0,0,0,12300,2026-03-12
1080,729877,NEWTON                                  ,6049,VILLA BELGRANO                          ,12,16,18,5,1101011216018005,Perfil Excelente,Perfil Excelente. Empresa Pequeña. Sector económico: Comercio. Inscripto en registros fiscales. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados.,"POLYGON ((4380167.58 6529659.53, 4380267.82 6529627.5, 4380257.16 6529594.16, 4380156.93 6529626.19, 4380167.58 6529659.53))",EDIFICADO PH,URBANO,both,Estudio D,72,12,363000,2022-03-17,2023-03-17,0,94,Al día,Vigente,0,0,0,30200,2026-03-27
1081,729877,NEWTON                                  ,6049,VILLA BELGRANO                          ,12,16,18,5,1101011216018005,Perfil Excelente,Perfil Excelente. Empresa Pequeña. Sector económico: Comercio. Inscripto en registros fiscales. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados.,"POLYGON ((4380167.58 6529659.53, 4380267.82 6529627.5, 4380257.16 6529594.16, 4380156.93 6529626.19, 4380167.58 6529659.53))",EDIFICADO PH,URBANO,both,Estudio D,84,6,433000,2022-02-20,2022-08-20,0,97,Al día,Vigente,0,0,0,72200,2026-03-15
1082,732544,ITUZAINGO                               ,1229,NUEVA CORDOBA                           ,4,12,24,37,1101010412024037,Perfil Adecuado,Perfil Adecuado. Con actividad. NSE D1. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados. No registra compromiso mensual asumido.,"POLYGON ((4387146.48414762 6522604.48761075, 4387160.92160504 6522599.64387243, 4387160.48410608 6522598.36262623, 4387156.82786491 6522587.9251572, 4387128.01544996 6522597.92513295, 4387122.64046584 6522599.80012839, 4387126.54670644 6522611.17509465, 4387127.29670423 6522610.92509525, 4387136.20292797 6522608.05010212, 4387142.14041043 6522605.9251073, 4387146.48414762 6522604.48761075))",EDIFICADO PH,URBANO,both,Estudio D,96,48,491000,2023-10-13,2027-10-13,29,51,1-30 días,En mora,225200,17800,243000,10200,2026-02-23
1083,732769,CH_UNIVERSIDAD DE LA PLATA              ,0,BH_PARQUE UNIVERSIDAD                   ,33,15,2,3,1101013315002003,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $6.000,00 y $6.500,00.","POLYGON ((4380125.92495851 6514996.66999636, 4380347.78025265 6514998.11500839, 4380292.22420821 6514923.29212924, 4380126.48834777 6514921.7572743, 4380125.92495851 6514996.66999636))",EDIFICADO NoPH,URBANO,both,Estudio C,96,12,1550000,2022-08-10,2023-08-10,16,66,1-30 días,En mora,67900,5400,73300,0,2026-03-14
1084,733486,"FRIAS, LUIS RODOLFO                     ",2960,BH_AMPLIACION BENJAMIN MATIENZO         ,8,15,8,1,1101010815008001,Perfil Muy Bueno,Perfil Muy Bueno. Empresa Micro. Sector económico: Servicios. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4382904.1 6521152.36, 4382903.78 6521193.83, 4382903.9 6521199.72, 4382903.95 6521200.53, 4382903.99 6521201.35, 4382904.36 6521205.77, 4382904.52013559 6521207.22115652, 4382904.7 6521208.67, 4382905.21 6521212.19, 4382905.4603157 6521213.63174856, 4382905.73 6521215.07, 4382906.64 6521219.37, 4382906.82 6521220.15, 4382907.01 6521220.93, 4382908.61 6521226.67, 4382908.93 6521227.62, 4382921.91 6521262.06, 4382985.47 6521262.67, 4382987.78 6521153.82, 4382904.1 6521152.36))",EDIFICADO NoPH,URBANO,both,Estudio A,108,6,200000,2024-12-20,2025-06-20,4,79,1-30 días,En mora,2200,200,2400,33300,2026-04-06
1085,733486,"FRIAS, LUIS RODOLFO                     ",2960,BH_AMPLIACION BENJAMIN MATIENZO         ,8,15,8,1,1101010815008001,Perfil Muy Bueno,Perfil Muy Bueno. Empresa Micro. Sector económico: Servicios. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4382904.1 6521152.36, 4382903.78 6521193.83, 4382903.9 6521199.72, 4382903.95 6521200.53, 4382903.99 6521201.35, 4382904.36 6521205.77, 4382904.52013559 6521207.22115652, 4382904.7 6521208.67, 4382905.21 6521212.19, 4382905.4603157 6521213.63174856, 4382905.73 6521215.07, 4382906.64 6521219.37, 4382906.82 6521220.15, 4382907.01 6521220.93, 4382908.61 6521226.67, 4382908.93 6521227.62, 4382921.91 6521262.06, 4382985.47 6521262.67, 4382987.78 6521153.82, 4382904.1 6521152.36))",EDIFICADO NoPH,URBANO,both,Estudio D,120,12,661000,2022-05-26,2023-05-26,0,75,Al día,Vigente,0,0,0,55100,2026-03-17
1086,737961,HUMBERTO 1³                             ,630,ALBERDI                                 ,4,2,19,32,1101010402019032,Perfil Con Límites,Perfil Con Límites. Empresa Grande. Sector económico: Servicios. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Con cheques de persona jurídica rechazados por defectos formales. Con juicios como demandado en los últimos 24 meses.,"POLYGON ((4386738.86783767 6525330.37215311, 4386742.81100773 6525333.55910108, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386873.23539446 6525310.19853027, 4386878.51662792 6525302.94855051, 4386841.45422683 6525252.57370348, 4386820.01678283 6525216.32381268, 4386813.70429829 6525199.51136271, 4386809.27019168 6525197.65012248, 4386809.27019168 6525197.65012248, 4386709.53469516 6525230.35229875, 4386709.53469516 6525230.35229875, 4386718.66443353 6525263.15354853, 4386719.54407349 6525262.90871387, 4386738.86783767 6525330.37215311))",EDIFICADO PH,URBANO,both,Estudio D,60,12,419000,2024-11-03,2025-11-03,76,43,61-90 días,En mora,87200,10900,98100,0,2026-01-28
1087,737961,HUMBERTO 1³                             ,630,ALBERDI                                 ,4,2,19,32,1101010402019032,Perfil Con Límites,Perfil Con Límites. Empresa Grande. Sector económico: Servicios. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Con cheques de persona jurídica rechazados por defectos formales. Con juicios como demandado en los últimos 24 meses.,"POLYGON ((4386738.86783767 6525330.37215311, 4386742.81100773 6525333.55910108, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386873.23539446 6525310.19853027, 4386878.51662792 6525302.94855051, 4386841.45422683 6525252.57370348, 4386820.01678283 6525216.32381268, 4386813.70429829 6525199.51136271, 4386809.27019168 6525197.65012248, 4386809.27019168 6525197.65012248, 4386709.53469516 6525230.35229875, 4386709.53469516 6525230.35229875, 4386718.66443353 6525263.15354853, 4386719.54407349 6525262.90871387, 4386738.86783767 6525330.37215311))",EDIFICADO PH,URBANO,both,Estudio D,84,24,121000,2024-01-02,2026-01-02,73,41,61-90 días,En mora,24200,4100,28300,0,2026-01-25
1088,737972,HUMBERTO 1³                             ,630,ALBERDI                                 ,4,2,19,32,1101010402019032,Perfil Con Límites,Perfil Con Límites. Empresa Grande. Sector económico: Servicios. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Con cheques de persona jurídica rechazados por defectos formales. Con juicios como demandado en los últimos 24 meses.,"POLYGON ((4386738.86783767 6525330.37215311, 4386742.81100773 6525333.55910108, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386873.23539446 6525310.19853027, 4386878.51662792 6525302.94855051, 4386841.45422683 6525252.57370348, 4386820.01678283 6525216.32381268, 4386813.70429829 6525199.51136271, 4386809.27019168 6525197.65012248, 4386809.27019168 6525197.65012248, 4386709.53469516 6525230.35229875, 4386709.53469516 6525230.35229875, 4386718.66443353 6525263.15354853, 4386719.54407349 6525262.90871387, 4386738.86783767 6525330.37215311))",EDIFICADO PH,URBANO,both,Estudio C,60,48,621000,2022-04-27,2026-04-27,30,43,1-30 días,En mora,59500,2900,62400,12900,2026-03-04
1089,737972,HUMBERTO 1³                             ,630,ALBERDI                                 ,4,2,19,32,1101010402019032,Perfil Con Límites,Perfil Con Límites. Empresa Grande. Sector económico: Servicios. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Con cheques de persona jurídica rechazados por defectos formales. Con juicios como demandado en los últimos 24 meses.,"POLYGON ((4386738.86783767 6525330.37215311, 4386742.81100773 6525333.55910108, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386848.45847873 6525314.63694384, 4386873.23539446 6525310.19853027, 4386878.51662792 6525302.94855051, 4386841.45422683 6525252.57370348, 4386820.01678283 6525216.32381268, 4386813.70429829 6525199.51136271, 4386809.27019168 6525197.65012248, 4386809.27019168 6525197.65012248, 4386709.53469516 6525230.35229875, 4386709.53469516 6525230.35229875, 4386718.66443353 6525263.15354853, 4386719.54407349 6525262.90871387, 4386738.86783767 6525330.37215311))",EDIFICADO PH,URBANO,both,Estudio A,60,12,880000,2022-03-06,2023-03-06,58,52,31-60 días,En mora,139800,13300,153100,0,2026-02-14
